,0,1,normalized
26,jagboyxtype,June 2002,"[u'totally', u'agree', u'personal', u'preference', u'really', u'believe', u'car', u'segment', u'especially', u'audi', u'volvo', u'jaguar', u'best', u'think', u'best', u'car', u'since', u'everyone', u'different', u'need', u'preferences', u'up', u'down', u'think', u'benefit', u'car', u'certainly', u'outweigh', u'negative', u'jaguar', u'article', u'read', u'autoweek', u'article', u'scar', u'chrysler', u'bite', u'go', u'check', u'jaguar', u'make', u'chrysler', u'check', u'competition', u'go', u'car', u'end', u'jaguar', u'seem', u'solve', u'problems', u'current', u'though', u'ones', u'produce', u'problems', u'also', u'find', u'two', u'article', u'local', u'newspaper', u'early', u'jaguar', u'problems', u'initial', u'article', u'much', u'like', u'autoweek', u'one', u'second', u'one', u'come', u'pretty', u'long', u'time', u'first', u'one', u'initially', u'unhappy', u'customers', u'jaguar', u'north', u'america', u'finally', u'contact', u'work', u'car', u'factory', u'technicians', u'go', u'examine', u'car', u'even', u'buy', u'back', u'car', u'give', u'owner', u'much', u'better', u'new', u'one', u'jaguar', u'bite', u'late', u'contact', u'agree', u'take', u'long', u'get', u'fix', u'customers', u'end', u'please', u'car', u'early', u'production', u'live', u'old', u'jaguar', u'reputation', u'problematic', u'article', u'show', u'newer', u'ones', u'much', u'better', u'quality', u'reliability', u'jaguar', u'many', u'things', u'work', u'hard', u'correct', u'fault', u'early', u'car', u'even', u'whitley', u'engineer', u'center', u'design', u'driveshafts', u'jaguar', u'go', u'five', u'six', u'different', u'new', u'design', u'finally', u'get', u'personally', u'say', u'experience', u'jaguar', u'way', u'problem', u'car', u'least', u'ones', u'produce', u'especially', u'car', u'problems', u'initially', u'drippy', u'windshield', u'whiper', u'jet', u'dealership', u'simply', u'tighten', u'valve', u'underside', u'hood', u'give', u'chrysler', u'car', u'nothing', u'go', u'wrong', u'since', u'really', u'love', u'even', u'around', u'car', u'personal', u'preference', u'sit', u'jag', u'first', u'time', u'felt', u'right', u'even', u'adjust', u'seat', u'felt', u'perfect', u'every', u'time', u'sit', u'everything', u'perfect', u'whole', u'car', u'way', u'chrysler', u'bet', u'audi', u'anyone', u'pay', u'media', u'bmw', u'infiniti', u'appear', u'infiniti', u'pay', u'think', u'jag', u'even', u'fund', u'although', u'global', u'sales', u'april', u'sales', u'past', u'four', u'consecutive', u'years', u'nice', u'speak', u'someone', u'civilize', u'board', u'take', u'care', u'car', u'actually', u'car', u'pay', u'dealer', u'full', u'get', u'incentive', u'jaguar', u'pretty', u'good', u'lease', u'price', u'check', u'yesterday', u'even', u'complain', u'call', u'false', u'advertise', u'many', u'litre', u'model', u'options', u'even', u'paint', u'include', u'advertize', u'price', u'lease', u'also', u'end', u'months', u'price', u'even', u'higher', u'like', u'see', u'people', u'complain', u'expensive', u'price', u'come', u'even', u'higher', u'year', u'oh', u'well', u'jaguar', u'great', u'car', u'option', u'package', u'reorganize', u'however', u'get', u'things', u'like', u'sunroofs', u'easier']"
27,blueguydotcom,June 2002,"[u'jag', u'even', u'sell', u'see', u'far', u'bimmers', u'lexuses', u'ctses', u'jag', u'live', u'car', u'crazy']"
28,jagboyxtype,June 2002,"[u'jaguar', u'jaguar', u'fastest', u'sell', u'car', u'right', u'account', u'half', u'jaguar', u'sales', u'boost', u'jaguar', u'global', u'sales', u'since', u'january', u'number', u'record', u'april', u'february', u'jaguar', u'sales', u'alone', u'compare', u'largely', u'jaguar', u'jaguar', u'sales', u'take', u'slower', u'start', u'since', u'events', u'may', u'sell', u'since', u'january', u'number', u'sell', u'may', u'jaguar', u'happy', u'sales', u'also', u'jaguar', u'suppose', u'lower', u'volume', u'many', u'competators', u'jaguar', u'never', u'less', u'compare', u'well', u'audi', u'volvo', u'sell', u'far', u'year', u'infiniti', u'sell', u'units', u'far', u'cadillac', u'cadillac', u'sell', u'well']"
29,eaweg,June 2002,"[u'thank', u'great', u'chat', u'agree', u'jagboy', u'nice', u'see', u'people', u'talk', u'things', u'without', u'act', u'like', u'dad', u'beat', u'dad', u'knowledge', u'automobile', u'passion', u'mechanically', u'okay', u'enough', u'get', u'funny', u'get', u'audi', u'volvo', u'dealer', u'miles', u'form', u'house', u'great', u'deal', u'one', u'week', u'later', u'yes', u'miff', u'hours', u'like', u'think', u'personality', u'fit', u'choice', u'absolutely', u'right', u'loser', u'segment', u'get', u'power', u'beat', u'chrysler', u'straight', u'line', u'race', u'want', u'would', u'get', u'use', u'modded', u'really', u'could', u'see', u'least', u'next', u'years', u'life', u'reason', u'sneak', u'suspicion', u'something', u'negative', u'go', u'come', u'ca', u'pinpoint', u'think', u'series', u'plain', u'ugly', u'new', u'speed', u'yeah', u'pretty', u'odd', u'first', u'couple', u'months', u'honestly', u'say', u'though', u'brolen', u'worlds', u'better', u'first', u'get', u'think', u'manual', u'saab', u'actually', u'better', u'oh', u'well', u'nice', u'chat']"
30,manavi,July 2002,"[u'jagboyxtype', u'say', u'infiniti', u'sell', u'units', u'far', u'think', u'important', u'point', u'market', u'since', u'march', u'month', u'april', u'infiniti', u'sell', u'want', u'make', u'sure', u'one', u'mislead', u'post']"
31,jagboyxtype,July 2002,"[u'point', u'jaguar', u'sell', u'larger', u'amount', u'road', u'right', u'cadillac', u'blueguydotcom', u'ask', u'sales', u'number', u'compare', u'see', u'road', u'many', u'bimmers', u'lexuses', u'ctses', u'throw', u'car', u'number', u'demonstrate', u'although', u'may', u'see', u'car', u'actuality', u'infiniti', u'sell', u'may', u'since', u'introduction', u'march', u'sell', u'units', u'record', u'may', u'assume', u'around', u'units', u'would', u'sell', u'january', u'february', u'car', u'introduce', u'earlier', u'start', u'sales', u'number', u'january', u'like', u'others', u'would', u'sell', u'units']"
32,riez,July 2002,"[u'latest', u'sales', u'figure', u'lincoln', u'ls', u'sell', u'units', u'cadillac', u'cadillac', u'sell', u'sell', u'series']"
33,jagboyxtype,July 2002,"[u'total', u'bmw', u'variants', u'though', u'many', u'manufacturers', u'model', u'compete', u'convertible', u'coupe', u'etc', u'sales', u'volumes', u'bmw', u'sedan', u'compete', u'car', u'mention', u'sell', u'units', u'number', u'lexus', u'es', u'sell', u'units', u'may']"
34,kahunah,July 2002,"[u'apparently', u'fantasy', u'land', u'torque', u'steer', u'problem']"
35,jagboyxtype,July 2002,"[u'say', u'sedan', u'sedan', u'form', u'many', u'sell', u'variants', u'counter', u'model', u'marques', u'sportcross', u'take', u'audi', u'avant', u'mercedes', u'wagons', u'soon', u'appear', u'jaguar', u'take', u'bmw', u'also', u'mercedes', u'later', u'jaguar', u'r', u'also', u'join', u'audi', u'porsche', u'take', u'sales', u'audi', u'coupe', u'way', u'coupe', u'take', u'one', u'coupe', u'bmw', u'still', u'coupe', u'rumor', u'lesser', u'extent', u'mercedes', u'coupe', u'take', u'compact', u'bmw', u'top', u'new', u'saab', u'sedan', u'normal', u'think', u'could', u'almost', u'include', u'roadster', u'mix', u'share', u'engines', u'transmissions', u'platform', u'part', u'guess', u'include', u'toyota', u'sales', u'volume', u'since', u'share', u'part', u'jettas', u'volkswagen', u'beetle', u'golf', u'come', u'engine', u'audi', u'maybe', u'include']"
36,richard52,July 2002,"[u'source', u'quote', u'sales', u'figure', u'car', u'discussion', u'group', u'one', u'mention', u'acuratl', u'might', u'assume', u'tl', u'sales', u'leader', u'class', u'rite']"
37,riez,July 2002,"[u'autosite', u'appear', u'one', u'better', u'source', u'new', u'car', u'sales', u'usa', u'pretty', u'easy', u'navigate']"
38,ickes_mobile,July 2002,"[u'honda', u'reportedly', u'import', u'honda', u'acura', u'acura', u'acura', u'would', u'replace', u'decease', u'acura', u'sedan', u'car', u'expect', u'debut', u'september', u'paris', u'auto', u'show', u'september', u'sale', u'na', u'model', u'info', u'early', u'spy', u'pics', u'various', u'source', u'see', u'acura', u'acura', u'jul']"
39,xxoneputtxx,August 2002,"[u'okay', u'head', u'spin', u'spend', u'past', u'month', u'drive', u'several', u'model', u'read', u'review', u'hear', u'opinions', u'truth', u'car', u'consideration', u'look', u'great', u'right', u'lean', u'toward', u'bmw', u'impress', u'chrysler', u'greatly', u'also', u'like', u'volkwagen', u'wagon', u'bow', u'need', u'storage', u'space', u'idea', u'save', u'several', u'k', u'ca', u'ignore', u'wife', u'year', u'old', u'acura', u'reliable', u'comfortable', u'bmw', u'infiniti', u'audi', u'audi', u'et', u'al', u'strong', u'pull', u'area', u'life', u'short', u'go', u'guess', u'say', u'look', u'blend', u'reliability', u'drive', u'fun', u'appreciate', u'input', u'owners', u'recent', u'years', u'model', u'thank']"
40,riez,August 2002,"[u'xxoneputtxx', u'know', u'meet', u'need', u'within', u'budget', u'ton', u'research', u'spend', u'lot', u'time', u'test', u'drive', u'primary', u'choices', u'let', u'give', u'standard', u'dog', u'hyundai', u'test', u'drive', u'wo', u'tell', u'anything', u'really', u'need', u'drive', u'car', u'distance', u'variety', u'roads', u'variety', u'speed']"
41,asz,August 2002,"[u'look', u'purchase', u'g', u'family', u'sedan', u'kid', u'easily', u'honda', u'rear', u'seat', u'much', u'sport', u'car', u'really', u'like', u'g', u'line', u'thank']"
42,dpvwia2,September 2002,"[u'speak', u'choice', u'audi', u'hood', u'badge', u'sound', u'exhaust', u'bmw', u'car', u'want', u'quite', u'similar', u'ride', u'equipment', u'price', u'go', u'audi', u'drive', u'several', u'audi', u'audi', u'though', u'lack', u'even', u'fundamental', u'standard', u'options', u'power', u'seat', u'car', u'way', u'go', u'interior', u'design', u'cheesy', u'expose', u'cup', u'holders', u'look', u'like', u'belong', u'pontiac', u'mention', u'less', u'power', u'spin', u'sad', u'thing', u'virtually', u'luxury', u'sport', u'sedan', u'review', u'compare', u'load', u'audi', u'declare', u'de', u'facto', u'winner', u'rid', u'tail', u'whole', u'bmw', u'nomenclature', u'audi', u'test', u'drive']"
43,rpawlak98,September 2002,"[u'beleive', u'handle', u'bmw', u'slightly', u'better', u'small', u'size', u'would', u'like', u'see', u'would', u'handle', u'midsize', u'car', u'like', u'infiniti', u'acura', u'tl', u'amount', u'give', u'bmw', u'handle', u'remove', u'size', u'sedan', u'sport', u'car', u'talk', u'sedan', u'sufficient', u'room', u'car', u'see', u'important', u'sure', u'could', u'make', u'bmw', u'even', u'smaller', u'get', u'even', u'better', u'handle', u'performance', u'would', u'hard', u'justify', u'even', u'category']"
44,kdshapiro,September 2002,"[u'rp', u'correct', u'sedan', u'like', u'like', u'acura', u'like', u'audi', u'car', u'compare', u'latest', u'edmunds', u'none', u'sport', u'car', u'edmunds', u'call', u'entry', u'level', u'luxury', u'sport', u'sedan', u'fact', u'also', u'get', u'high', u'mark', u'performance', u'department', u'except', u'true', u'luxury', u'sport', u'sedan', u'sport', u'outclass', u'term', u'amenities', u'would', u'interest', u'see', u'strict', u'performance', u'viewpoint', u'compare', u'even', u'compare', u'scheme', u'things', u'size', u'little', u'performance', u'another', u'poster', u'point', u'car', u'size', u'nowhere', u'near', u'term', u'overall', u'performance', u'note', u'salient', u'word', u'fact', u'compact', u'nothing', u'interior', u'room', u'g', u'marginally', u'much', u'room', u'read', u'edmunds', u'state', u'sufficient', u'room', u'car', u'adults', u'unless', u'regularly', u'transport', u'people', u'two', u'people', u'back', u'seat', u'absolutely', u'recline', u'seat', u'opinion', u'amount', u'extra', u'space', u'g', u'make', u'much', u'difference', u'might', u'get', u'vote', u'dollars', u'regularly', u'transport', u'people', u'however', u'none', u'car', u'edmunds', u'would', u'seem', u'clear', u'chrysler', u'base', u'review', u'read', u'last', u'couple', u'years', u'talk', u'sport', u'drive', u'segment', u'benchmark']"
45,jagboyxtype,September 2002,"[u'acuras', u'experience', u'serious', u'problems', u'automatic', u'transmissions', u'shift', u'high', u'speed', u'aparent', u'reason', u'cause', u'car', u'lose', u'control', u'swerve', u'road', u'http', u'mike', u'spencer', u'spokesman', u'acura', u'honda', u'division', u'confirm', u'normal', u'incidence', u'problems', u'two', u'automatic', u'transmissions', u'although', u'many', u'involve', u'model', u'acura', u'others', u'afflict', u'honda', u'accord', u'honda', u'minivans', u'usually', u'associate', u'race', u'speed', u'abuse', u'two', u'transmissions', u'use', u'acuras', u'since', u'model', u'year', u'honda', u'odysseys', u'since', u'model', u'year', u'automatic', u'use', u'honda', u'accord', u'since', u'odysseys']"
46,jpnwdc,September 2002,"[u'hardest', u'time', u'choose', u'replacement', u'year', u'old', u'lease', u'saab', u'narrow', u'bmw', u'mercedes', u'volkswagen', u'volkwagen', u'glx', u'hyundai', u'different', u'ways', u'drive', u'several', u'time', u'still', u'decide', u'thoughts', u'appreciate', u'comment', u'prosfun', u'drive', u'handle', u'welllike', u'sound', u'inline', u'engineholds', u'value', u'wellnice', u'safety', u'featuresgood', u'reliability', u'consmany', u'roadstyling', u'excite', u'moremercedes', u'prosstyling', u'opinion', u'solid', u'vaultnice', u'ride', u'handlingsafety', u'consslightly', u'underpoweredquality', u'concern', u'least', u'early', u'model', u'volkwagen', u'glx', u'prosgreat', u'lookscheaper', u'bmw', u'mercedesdecent', u'power', u'handlingsafetypassat', u'glx', u'consdealer', u'service', u'hear', u'seat', u'best', u'opinion', u'soft', u'ride', u'sport', u'sedan']"
47,kdshapiro,September 2002,"[u'add', u'follow', u'con', u'mercedes', u'volkswagen', u'area', u'many', u'road', u'diminish', u'think', u'ford', u'important', u'fun', u'drive', u'hold', u'value', u'good', u'safety', u'feature', u'important', u'style', u'important', u'fact', u'many', u'road', u'important', u'criteria', u'want', u'unique', u'suggestion', u'phrase', u'question', u'differently', u'rather', u'give', u'opinion', u'importantance', u'certain', u'car', u'attribute', u'might', u'get', u'meaningful', u'chrysler', u'important', u'question', u'might', u'anybody', u'reliability', u'issue', u'car', u'dealers', u'respond', u'others', u'think', u'seat', u'vehicles', u'much', u'people', u'pay', u'good', u'luck', u'decision']"
48,jpnwdc,September 2002,"[u'kdshapiro', u'thank', u'find', u'hard', u'judge', u'reliability', u'internet', u'message', u'board', u'read', u'horror', u'stories', u'internet', u'three', u'car', u'people', u'problems', u'likely', u'post', u'message', u'without', u'problems', u'consumer', u'report', u'recommend', u'three', u'car', u'personnally', u'know', u'one', u'person', u'one', u'wagon', u'love', u'car', u'make', u'mistake', u'current', u'car', u'determine', u'want', u'get', u'something', u'mind', u'pay', u'want', u'keep', u'many', u'years', u'want', u'keep', u'shiny', u'problem', u'three', u'great', u'car']"
49,techhawk,September 2002,"[u'three', u'pretty', u'different', u'car', u'really', u'come', u'value', u'volkwagen', u'real', u'bargain', u'nicest', u'largest', u'interior', u'well', u'elegant', u'exterior', u'style', u'look', u'hard', u'glx', u'shop', u'handle', u'pretty', u'wallow', u'power', u'adequate', u'leadfoot', u'fun', u'reward', u'drive', u'really', u'nice', u'handle', u'ergonomics', u'pretty', u'small', u'price', u'go', u'fast', u'add', u'options', u'also', u'underpowered', u'never', u'drive', u'drive', u'nice', u'terribly', u'sporty', u'disappoint', u'quality', u'interior', u'piece', u'need', u'see', u'volkswagen', u'get', u'switch', u'three', u'good', u'car', u'could', u'happy', u'base', u'need']"
50,atluskane,September 2002,"[u'anyone', u'find', u'tl', u'extrememly', u'bore', u'style', u'see', u'white', u'tl', u'look', u'excite', u'see', u'darker', u'color', u'tl', u'darker', u'color', u'tl', u'look', u'better', u'also', u'anyone', u'own', u'tl', u'type', u'fast', u'go', u'curious', u'crosshopping', u'tl', u'type', u'least', u'compete', u'performance', u'would', u'happy']"
